編號,案類,發生(現)日期,發生時段,發生(現)地點,location
412,自行車竊盜,1050304,16~18,台北市大安區光信里光復南路456巷1~30號,"25.0356393,121.55679439999994"
413,自行車竊盜,1050305,07~09,台北市文山區試院里28鄰木柵路177巷內,"24.9878233,121.54642920000003"
414,自行車竊盜,1050305,13~15,台北市信義區安康里松仁路95巷1~30號,"25.0368446,121.56865459999995"
415,自行車竊盜,1050305,19~21,台北市大安區民輝里忠孝東路三段10巷,"25.0411594,121.53346450000004"
416,自行車竊盜,1050306,19~21,台北市中正區幸市里忠孝東路一段70巷善導寺捷運站1~30號出口,"25.0450001,121.52316999999994"
417,自行車竊盜,1050308,07~09,台北市中正區富水里思源街1~30號,"25.01417,121.5301164"
418,自行車竊盜,1050309,16~18,台北市中山區吉林路252之1~30號,"25.0598298,121.5300598"
419,自行車竊盜,1050311,10~12,台北市信義區安康里松仁路61~90號,"25.0374029,121.56847229999994"
420,自行車竊盜,1050311,19~21,台北市大同區重慶里敦煌路21巷,"25.0759997,121.51723949999996"
421,自行車竊盜,1050314,13~15,台北市大同區國慶里民族西路271~300號,"25.0686104,121.51055350000001"
422,自行車竊盜,1050314,13~15,台北市大同區重慶里承德路三段271~300號,"25.0743139,121.51952989999995"
423,自行車竊盜,1050314,16~18,台北市大安區民輝里捷運忠孝新生站1~30號出口,"25.0420252,121.53265590000001"
424,自行車竊盜,1050314,19~21,台北市內湖區康樂街151巷巷口人行道,"25.0718484,121.61996490000001"
425,自行車竊盜,1050316,07~09,台北市內湖區康樂街125巷1~30號,"25.0733902,121.61971540000002"
426,自行車竊盜,1050316,13~15,台北市內湖區瑞光路271~300號,"25.0753244,121.5768736"
427,自行車竊盜,1050316,16~18,台北市中正區台北車站東側人行道自行車架處路,"25.047923,121.51708000000008"
428,自行車竊盜,1050319,10~12,台北市松山區新東街20巷,"25.0584448,121.56722730000001"
429,自行車竊盜,1050319,16~18,台北市信義區永春里忠孝東路五段703巷1弄1~30號,"25.042539,121.580018"
430,自行車竊盜,1050320,16~18,台北市信義區永春里忠孝東路五段703巷1弄1~30號,"25.042539,121.580018"
431,自行車竊盜,1050321,16~18,台北市士林區福德里福德路1~30號士林捷運站2號出口,"25.093535,121.52622900000006"
432,自行車竊盜,1050322,16~18,台北市大安區新龍里建國南路二段121~150號,"25.029612,121.53832"
433,自行車竊盜,1050322,16~18,台北市萬華區和平西路三段91~120號,"25.0353646,121.50094039999999"
434,自行車竊盜,1050327,10~12,台北市北投區福興里承德路七段61~90號,"25.111811,121.51045099999999"
435,自行車竊盜,1050327,22~24,台北市信義區興隆里忠孝東路國父紀念館捷運站1號出口,"25.0413591,121.55742480000004"
436,自行車竊盜,1050327,22~24,台北市內湖區成功路四段1~30號,"25.080735,121.59115700000007"
437,自行車竊盜,1050327,22~24,台北市文山區景行里羅斯福路六段361~390號,"24.9892251,121.53936420000002"
438,自行車竊盜,1050328,01~03,台北市萬華區萬壽里漢口街二段74巷1~30號,"25.045411,121.50748900000008"
439,自行車竊盜,1050328,13~15,台北市士林區福林里中正路235巷31~60號,"25.095908,121.52887129999999"
440,自行車竊盜,1050329,01~03,台北市中山區吉林路331~360號,"25.0640304,121.5304506"
441,自行車竊盜,1050330,07~09,台北市內湖區東湖路91~120號,"25.0684337,121.61543449999999"
442,自行車竊盜,1050331,22~24,台北市南港區南港里興中路28巷口對面人行道,"25.0555287,121.60677090000001"
443,自行車竊盜,1050402,13~15,台北市內湖區內湖路一段601~630號,"25.0807405,121.57354310000005"
444,自行車竊盜,1050405,04~06,台北市南港區合成里忠孝東路六段1~30號,"25.045578,121.58265499999993"
445,自行車竊盜,1050405,13~15,台北市北投區奇岩里公館路181~210號,"25.128641,121.50715500000001"
446,自行車竊盜,1050408,13~15,台北市北投區桃源里中央北路三段53巷1~30號,"25.1383699,121.48591329999999"
447,自行車竊盜,1050409,16~18,台北市萬華區中華路二段364巷31~60號,"25.0284227,121.50381930000003"
448,自行車竊盜,1050410,01~03,台北市中正區南福里寧波西街1~30號,"25.0310232,121.51823739999998"
449,自行車竊盜,1050410,07~09,台北市北投區八仙里立農街一段187巷10弄1~30號,"25.1205208,121.50456350000002"
450,自行車竊盜,1050410,22~24,台北市士林區仁勇里大北路61~90號,"25.0902989,121.52476999999999"
451,自行車竊盜,1050414,01~03,台北市中山區松江路37巷1~30號,"25.0456563,121.53298589999997"
452,自行車竊盜,1050417,19~21,台北市南港區西新里昆陽街91~120號,"25.0517418,121.5937017"
453,自行車竊盜,1050418,07~09,台北市萬華區中華路二段121~150號,"25.0504123,121.45273429999997"
454,自行車竊盜,1050419,22~24,台北市萬華區華江雁鴨公園,"25.0387025,121.49522079999997"
455,自行車竊盜,1050420,13~15,台北市內湖區東湖路61~90號,"25.0688037,121.61475670000004"
456,自行車竊盜,1050421,04~06,台北市大安區住安里信義路四段61~90號,"25.0331827,121.54763430000003"
457,自行車竊盜,1050421,07~09,台北市大安區龍安里新生南路二段61~90號,"25.0280094,121.53445020000004"
458,自行車竊盜,1050422,13~15,台北市北投區奇岩里公館路257巷1~30號,"25.1261315,121.51076740000008"
459,自行車竊盜,1050422,19~21,台北市北投區奇岩里公館路257巷1~30號,"25.1261315,121.51076740000008"
460,自行車竊盜,1050422,22~24,台北市大安區民炤里仁愛路三段1~30號,"25.0375279,121.535751"
461,自行車竊盜,1050423,13~15,台北市北投區榮光里西安街二段石牌國中後門人行道,"25.1149914,121.51417519999995"
462,自行車竊盜,1050424,16~18,台北市大同區保安里哈密街61~90號,"25.0731001,121.51549920000002"
463,自行車竊盜,1050425,16~18,台北市大安區福住里新生南路二段31~60號,"25.028465,121.534133"
464,自行車竊盜,1050427,19~21,台北市文山區萬隆里羅斯福路六段1~30號,"24.999752,121.53961099999992"
465,自行車竊盜,1050428,22~24,台北市大安區光武里6鄰忠孝東路四段101巷1~30號,"25.0418391,121.54405569999994"
466,自行車竊盜,1050429,10~12,台北市北投區振華里東華街一段石牌捷運站腳踏車停放處,"25.114523,121.51555899999994"
467,自行車竊盜,1050429,16~18,台北市大同區大有里環河北路一段271~300號,"25.058436,121.50860999999998"
468,自行車竊盜,1050430,16~18,台北市中正區龍光里重慶南路三段31~60號,"25.0267473,121.51593630000002"
469,自行車竊盜,1050501,16~18,台北市大安區法治里基隆路二段151~180號,"25.025402,121.55341699999997"
470,自行車竊盜,1050502,07~09,台北市大安區福住里新生南路二段31~60號,"25.028465,121.534133"
471,自行車竊盜,1050502,13~15,台北市中山區長安東路一段30巷3弄華山公園,"25.0481838,121.52201790000004"
472,自行車竊盜,1050504,16~18,台北市中正區永昌里汀州路一段226巷1~30號,"25.0274066,121.50912319999998"
473,自行車竊盜,1050504,19~21,台北市大同區南芳里迪化街一段331~360號,"25.0625579,121.50936960000001"
474,自行車竊盜,1050504,19~21,台北市大安區學府里基隆路三段61~90號,"25.0169931,121.54427579999992"
475,自行車竊盜,1050505,07~09,台北市北投區吉慶里致遠二路15巷對面石牌國小人行道上,"25.1157626,121.51184760000001"
476,自行車竊盜,1050505,16~18,台北市北投區吉利里致遠二路15巷,"25.1166611,121.51207569999997"
477,自行車竊盜,1050506,10~12,台北市北投區永明里義理街61~90號,"25.1172239,121.51563060000001"
478,自行車竊盜,1050508,07~09,台北市大同區星明里太原路175巷1~30號,"25.0545464,121.51628030000006"
479,自行車竊盜,1050509,22~24,台北市中正區忠勤里中華路二段309巷1~30號,"25.0287081,121.50545390000002"
480,自行車竊盜,1050510,10~12,台北市士林區義信里中山北路五段61~90號劍潭捷運站1號出口,"25.084873,121.52507700000001"
481,自行車竊盜,1050510,16~18,台北市中山區中山北路3段1 - 30號,"25.0655559,121.52197660000002"
482,自行車竊盜,1050510,22~24,台北市中正區愛國里中華路2段75巷1~30號,"25.0347485,121.50670549999995"
483,自行車竊盜,1050511,07~09,台北市萬華區內江街81巷1~30號,"25.041564,121.506888"
484,自行車竊盜,1050511,16~18,台北市信義區信義路四段361~390號,"25.0331534,121.55852159999995"
485,自行車竊盜,1050512,01~03,台北市大安區通化里信義路四段400巷6弄1~30號,"25.0327014,121.55649900000003"
486,自行車竊盜,1050512,22~24,台北市中正區忠勤里中華路二段313巷1~30號,"25.0281747,121.50592949999998"
487,自行車竊盜,1050516,22~24,台北市北投區稻香里稻香路161巷1~30號,"25.1421697,121.48903829999995"
488,自行車竊盜,1050517,13~15,台北市大安區福住里新生南路與金華街口,"25.0298199,121.53361999999993"
489,自行車竊盜,1050519,19~21,台北市內湖區星雲街168巷口,"25.080163,121.59679359999996"
490,自行車竊盜,1050519,19~21,台北市松山區八德路四段721~750號,"25.0502427,121.57720599999993"
491,自行車竊盜,1050520,01~03,台北市南港區舊莊里舊莊街一段145巷2弄1~30號,"25.0400902,121.62064720000001"
492,自行車竊盜,1050520,19~21,台北市大安區群賢里和平東路二段311巷,"25.0253868,121.54514719999997"
493,自行車竊盜,1050522,04~06,台北市中正區幸市里忠孝新生1號出口,"25.0420252,121.53265590000001"
494,自行車竊盜,1050522,19~21,台北市北投區石牌里石牌路一段166巷43弄1~30號,"25.1128748,121.51021539999999"
495,自行車竊盜,1050523,19~21,台北市文山區萬有里景明街11巷興隆路一段184巷,"25.0019645,121.54195660000005"
496,自行車竊盜,1050524,04~06,台北市大同區朝陽里南京西路331~360號,"25.0537169,121.51104099999998"
497,自行車竊盜,1050524,16~18,台北市中正區南門里廣州街8巷口,"25.0346734,121.50827149999998"
498,自行車竊盜,1050525,10~12,台北市士林區福德里福德路1~30號,"25.0917765,121.52414279999994"
499,自行車竊盜,1050525,19~21,台北市中正區永昌里詔安街151~180號,"25.0270949,121.50910069999998"
500,自行車竊盜,1050526,13~15,台北市松山區敦化北路1~30號,"25.048607,121.55023099999994"
501,自行車竊盜,1050528,01~03,台北市內湖區西湖里19鄰內湖路一段285巷1~30號,"25.082449,121.56693829999995"
502,自行車竊盜,1050529,10~12,台北市北投區大同里北投路一段1~30號,"25.1238661,121.50118050000003"
503,自行車竊盜,1050529,13~15,台北市士林區芝山里芝玉路二段20巷91~120號,"25.111236,121.53543200000001"
504,自行車竊盜,1050601,16~18,台北市松山區民生東路四段121~150號,"25.058281,121.55348500000002"
505,自行車竊盜,1050602,16~18,台北市大安區住安里信義路四段31~60號,"25.0331575,121.54549180000004"
506,自行車竊盜,1050603,07~09,台北市北投區榮光里西安街2段捷運線形公園旁人行道上,"25.1200608,121.50924989999999"
507,自行車竊盜,1050604,10~12,台北市松山區新中街6巷1 ~ 30號,"25.0582717,121.56068110000001"
508,自行車竊盜,1050608,07~09,台北市中山區區公所旁之自行車停車位,"25.064366,121.53357600000004"
509,自行車竊盜,1050608,10~12,台北市士林區芝山里芝玉路2段20巷91~120號,"25.111236,121.53543200000001"
510,自行車竊盜,1050608,10~12,台北市內湖區成功路三段187巷35弄1~30號,"25.0794359,121.5918696"
511,自行車竊盜,1050610,01~03,台北市大安區正聲里仁愛路4段421~450號,"25.0380599,121.5562751"
